node,cpu_energy_mj,lpm_energy_mj,radio_tx_energy_mj,radio_rx_energy_mj,node_time,total_sent,total_received,bytes_tx,bytes_rx,r2n_latency,lqi,rssi,server_sent,server_received,server_bytes_rx,n2r_latency,hops,rtt_latency,root_time_now
fd00::202:2:2:2,18,0,0,8,1642675,155,162,60,12,44,100,-52,162,317,60,15,0,57,1642690
fd00::202:2:2:2,18,0,0,8,1653206,156,163,60,12,54,100,-52,163,319,60,54,0,62,1653260
fd00::202:2:2:2,18,0,0,8,1663739,157,164,60,12,64,100,-52,164,321,60,21,0,67,1663760
fd00::202:2:2:2,18,0,0,8,1674268,158,165,60,12,74,100,-52,165,323,60,62,0,72,1674330
fd00::202:2:2:2,18,0,0,8,1684799,159,166,60,12,14,100,-52,166,325,60,31,0,42,1684830
fd00::202:2:2:2,18,0,0,8,1695332,160,167,60,12,24,100,-52,167,327,60,68,0,47,1695400
fd00::202:2:2:2,18,0,0,8,1705863,161,168,60,12,34,100,-52,168,329,60,37,0,52,1705900
fd00::202:2:2:2,18,0,0,8,1716392,162,169,60,12,44,100,-52,169,331,60,8,0,57,1716400
fd00::202:2:2:2,18,0,0,8,1726923,163,170,60,12,54,100,-52,170,333,60,47,0,62,1726970
fd00::202:2:2:2,18,0,0,8,1737456,164,171,60,12,64,100,-52,171,335,60,14,0,67,1737470
fd00::202:2:2:2,18,0,0,8,1747987,165,172,60,12,74,100,-52,172,337,60,53,0,72,1748040
fd00::202:2:2:2,18,0,0,8,1758516,166,173,60,12,14,100,-52,173,339,60,24,0,42,1758540
fd00::202:2:2:2,18,0,0,8,1769049,167,174,60,12,24,100,-52,174,341,60,61,0,47,1769110
fd00::202:2:2:2,18,0,0,8,1779580,168,175,60,12,34,100,-52,175,343,60,30,0,52,1779610
fd00::202:2:2:2,18,0,0,8,1790109,169,177,60,12,54,100,-52,177,346,60,71,0,62,1790180
fd00::202:2:2:2,18,0,0,8,1800640,170,178,60,12,64,100,-52,178,348,60,40,0,67,1800680
fd00::202:2:2:2,18,0,0,8,1811171,171,179,60,12,74,100,-52,179,350,60,9,0,72,1811180
fd00::202:2:2:2,18,0,0,8,1821702,172,180,60,12,14,100,-52,180,352,60,48,0,42,1821750
fd00::202:2:2:2,18,0,0,8,1832233,173,181,60,12,24,100,-52,181,354,60,17,0,47,1832250
fd00::202:2:2:2,18,0,0,8,1842764,174,182,60,12,34,100,-52,182,356,60,56,0,52,1842820
fd00::202:2:2:2,18,0,0,8,1853295,175,183,60,12,43,100,-52,183,358,60,25,0,56,1853320
fd00::202:2:2:2,18,0,0,8,1863826,176,184,60,12,54,100,-52,184,360,60,64,0,62,1863890
fd00::202:2:2:2,18,0,0,8,1874359,177,185,60,12,64,100,-52,185,362,60,31,0,67,1874390
fd00::202:2:2:2,18,0,0,8,1884889,178,186,60,12,74,100,-52,186,364,60,71,0,72,1884960
fd00::202:2:2:2,18,0,0,8,1895419,179,187,60,12,14,100,-52,187,366,60,41,0,42,1895460
fd00::202:2:2:2,18,0,0,8,1905952,180,188,60,12,24,100,-52,188,368,60,8,0,47,1905960
fd00::202:2:2:2,18,0,0,8,1916483,181,189,60,12,34,100,-52,189,370,60,47,0,52,1916530
fd00::202:2:2:2,18,0,0,8,1927012,182,190,60,12,44,100,-52,190,372,60,18,0,57,1927030
fd00::202:2:2:2,18,0,0,8,1937545,183,191,60,12,54,100,-52,191,374,60,55,0,62,1937600
fd00::202:2:2:2,18,0,0,8,1948076,184,192,60,12,64,100,-52,192,376,60,24,0,67,1948100
fd00::202:2:2:2,18,0,0,8,1958607,185,193,60,12,74,100,-52,193,378,60,63,0,72,1958670
fd00::202:2:2:2,18,0,0,8,1969136,186,194,60,12,14,100,-52,194,380,60,34,0,42,1969170
fd00::202:2:2:2,18,0,0,8,1979671,187,195,60,12,24,100,-52,195,382,60,69,0,47,1979740
fd00::202:2:2:2,18,0,0,8,1990198,188,197,60,12,44,100,-52,197,385,60,42,0,57,1990240
fd00::202:2:2:2,18,0,0,8,2000729,189,198,60,12,54,100,-52,198,387,60,11,0,62,2000740
fd00::202:2:2:2,18,0,0,8,2011260,190,199,60,12,64,100,-52,199,389,60,50,0,67,2011310
fd00::202:2:2:2,18,0,0,8,2021791,191,200,60,12,74,100,-52,200,391,60,19,0,72,2021810
fd00::202:2:2:2,18,0,0,8,2032322,192,201,60,12,14,100,-52,201,393,60,58,0,42,2032380
fd00::202:2:2:2,18,0,0,8,2042855,193,202,60,12,24,100,-52,202,395,60,25,0,47,2042880
fd00::202:2:2:2,18,0,0,8,2053384,194,203,60,12,34,100,-52,203,397,60,66,0,52,2053450
fd00::202:2:2:2,18,0,0,8,2063915,195,204,60,12,44,100,-52,204,399,60,35,0,57,2063950
fd00::202:2:2:2,18,0,0,8,2074448,196,205,60,12,54,100,-52,205,401,60,72,0,62,2074520
fd00::202:2:2:2,18,0,0,8,2084977,197,206,60,12,64,100,-52,206,403,60,43,0,67,2085020
fd00::202:2:2:2,18,0,0,8,2095508,198,207,60,12,74,100,-52,207,405,60,12,0,72,2095520
fd00::202:2:2:2,18,0,0,8,2106039,199,208,60,12,14,100,-52,208,407,60,51,0,42,2106090
fd00::202:2:2:2,18,0,0,8,2116572,200,209,60,12,24,100,-52,209,409,60,18,0,47,2116590
fd00::202:2:2:2,18,0,0,8,2127101,201,210,60,12,34,100,-52,210,411,60,59,0,52,2127160
fd00::202:2:2:2,18,0,0,8,2137632,202,211,60,12,44,100,-52,211,413,60,28,0,57,2137660
fd00::202:2:2:2,18,0,0,8,2148165,203,212,60,12,54,100,-52,212,415,60,65,0,62,2148230
fd00::202:2:2:2,18,0,0,8,2158696,204,213,60,12,64,100,-52,213,417,60,34,0,67,2158730
fd00::202:2:2:2,18,0,0,8,2169225,205,214,60,12,74,100,-52,214,419,60,75,0,72,2169300
fd00::202:2:2:2,18,0,0,8,2179758,206,215,60,12,14,100,-52,215,421,60,42,0,42,2179800
fd00::202:2:2:2,18,0,0,8,2190287,207,217,60,12,34,100,-52,217,424,60,13,0,52,2190300
fd00::202:2:2:2,18,0,0,8,2200818,208,218,60,12,44,100,-52,218,426,60,52,0,57,2200870
fd00::202:2:2:2,18,0,0,8,2211349,209,219,60,12,54,100,-52,219,428,60,21,0,62,2211370
fd00::202:2:2:2,18,0,0,8,2221880,210,220,60,12,64,100,-52,220,430,60,60,0,67,2221940
fd00::202:2:2:2,18,0,0,8,2232411,211,221,60,12,74,100,-52,221,432,60,29,0,72,2232440
fd00::202:2:2:2,18,0,0,8,2242942,212,222,60,12,14,100,-52,222,434,60,68,0,42,2243010
fd00::202:2:2:2,18,0,0,8,2253473,213,223,60,12,24,100,-52,223,436,60,37,0,47,2253510
fd00::202:2:2:2,18,0,0,8,2264004,214,224,60,12,34,100,-52,224,438,60,6,0,52,2264010
fd00::202:2:2:2,18,0,0,8,2274535,215,225,60,12,44,100,-52,225,440,60,45,0,57,2274580
